,title,score,author,genre,Story,Url,id
29,바른연애 길잡이,9.46,남수,"스토리, 로맨스",매일 다이어리에 세워 둔 계획을 지키며 바른 생활을 실천하는 정바름.하지만 동아리 선배에게 느끼는 연애 감정만큼은 계획처럼 진행되지 않는데...모두의 로망을 충족시켜 줄 설렘 달달 캠퍼스 로맨스!,https://comic.naver.com/webtoon/list?titleId=703852,703852
30,빛빛빛,9.96,수진,"스토리, 로맨스","우리가 다시 만난다면, 나는 다른 선택을 할 수 있을까엇갈린 첫사랑과의 재회",https://comic.naver.com/webtoon/list?titleId=748045,748045
31,갓핑크,9.93,이상신 / 국중록,"스토리, 판타지",흥분하면 거대해지는 그놈!박성기를 함부로 자극하지 마라​생체병기 '핑크맨'의 신체 부위를 나눠가진 초능력자들이 펼치는 박진감 넘치는 액션,https://comic.naver.com/webtoon/list?titleId=715159,715159
32,고래별,9.98,나윤희,"스토리, 로맨스","1926년 일제 식민 지배 하의 조선. 17세 소녀 수아는 군산 일대 친일파 대지주의 집에서 몸종으로 일하고 있다. 어느 날 수아는 부상을 입은 채 해변가에 쓰러져 있는 독립운동가 의현을 발견하고, 그를 보호하게 되는데...",https://comic.naver.com/webtoon/list?titleId=729767,729767
33,맘마미안,9.96,미티 / 구구,"스토리, 드라마",아들보다 어려진 엄마?!다 큰 아들의 목숨을 건 엄마 뒷바라지!,https://comic.naver.com/webtoon/list?titleId=729326,729326
34,셈하는 사이,9.97,면지,"스토리, 로맨스",사람의 마음을 1에서 100까지의 '숫자'로 볼 수 있는 권모란.괴상한 능력을 없애기 위한 파란만장 고교생활이 시작된다!,https://comic.naver.com/webtoon/list?titleId=738173,738173
35,하슬라,9.9,까를로스 / 유상진,"스토리, 액션",일곱 번 타인의 삶을 구하면 한 번의 살인이 무죄가 되는 도시 하슬라.처절한 복수를 꿈꾸는 도진. '피의 도시' 하슬라에서 사마리안이 되다.,https://comic.naver.com/webtoon/list?titleId=730391,730391
36,인터셉트,9.94,임주이 / 우지혜,"에피소드, 로맨스",비 오는 날이면 늘 안 좋은 일만 생기던 그녀에게 처음으로 내린 따스한 비.사랑에 지친 윤서에게 새로운 사랑이 찾아온다!,https://comic.naver.com/webtoon/list?titleId=747961,747961
37,피플,9.82,서승준 / 손창균,"스토리, 드라마",평범한 삶을 원하는 선장과 선원들.바다 한 가운데서 펼쳐지는 그들의 긴박한 이야기.,https://comic.naver.com/webtoon/list?titleId=706590,706590
38,뱀파이어의 꽃,9.86,카나리아 / 동물 / 하야시,"스토리, 로맨스","500년 만에 인간 세상에 나타난 뱀파이어, 루베르이와 인간 계약자 서영의'뱀파이어 꽃'을 찾는 숨 막히는 모험과 사랑을 그린 뱀파이어 로맨스.",https://comic.naver.com/webtoon/list?titleId=721455,721455
39,인간의 온도,9.91,이재익 / 양세준,"스토리, 드라마",형사와 기자 그리고 이상한 소년.일어나선 안 될 사건들.진실을 향한 치열한 추적이 시작된다.,https://comic.naver.com/webtoon/list?titleId=733770,733770
40,인어를 위한 수영교실,9.97,용찬,"스토리, 로맨스",헤엄에 서툰 인어를 위한 수영 교실! 초아는 수영을 배워 그리워하던 바다로 다시 돌아갈 수 있을까?,https://comic.naver.com/webtoon/list?titleId=728900,728900
41,정보전사 202,9.3,이작가,"스토리, 액션",간첩 202호! 작전명 한라혈통!관종의 임무를 완수하고 자유를 얻어라.,https://comic.naver.com/webtoon/list?titleId=733078,733078
42,스테어스,9.56,옹구,"스토리, 판타지","세상의 끝에는 '월 스테어'가 있고, 그 끝에는 모든 것이 있을 것이다.한계를 넘어 세상의 끝에서 가장 강한 자로 태어나라!",https://comic.naver.com/webtoon/list?titleId=736928,736928
